{'Image': '0011165', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '937', 'Largeur': 644.0, 'Taille': 603428.0, 'cx': 512.0, 'cy': 787.0}
{'Image': '7589ed0', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7589ed0', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '823', 'Largeur': 1336.0, 'Taille': 1099528.0, 'cx': 819.0, 'cy': 426.0}
{'Image': '758b2bf', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '758b2bf', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '758b2bf', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1399', 'Largeur': 386.0, 'Taille': 540014.0, 'cx': 755.0, 'cy': 701.0}
{'Image': '758b2bf', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1074', 'Largeur': 450.0, 'Taille': 483300.0, 'cx': 449.0, 'cy': 667.0}
{'Image': '758f4aa', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '582', 'Largeur': 1109.0, 'Taille': 645438.0, 'cx': 556.0, 'cy': 1109.0}
{'Image': '758f4aa', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '725', 'Largeur': 1115.0, 'Taille': 808375.0, 'cx': 1521.0, 'cy': 399.0}
{'Image': '758f4aa', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '758f4aa', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '759d041', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '759d041', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '759d041', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '759d041', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '712', 'Largeur': 406.0, 'Taille': 289072.0, 'cx': 1893.0, 'cy': 1026.0}
{'Image': '759e541', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '759e541', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '759e541', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '891', 'Largeur': 1509.0, 'Taille': 1344519.0, 'cx': 1328.0, 'cy': 485.0}
{'Image': '759e541', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '623', 'Largeur': 1045.0, 'Taille': 651035.0, 'cx': 1358.0, 'cy': 485.0}
{'Image': '75a1709', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75a1709', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '451', 'Largeur': 1.0, 'Taille': 451.0, 'cx': 784.0, 'cy': 523.0}
{'Image': '75a1709', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '527', 'Largeur': 1245.0, 'Taille': 656115.0, 'cx': 1428.0, 'cy': 938.0}
{'Image': '75a1709', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '517', 'Largeur': 1105.0, 'Taille': 571285.0, 'cx': 1232.0, 'cy': 1008.0}
{'Image': '75ac11e', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '593', 'Largeur': 739.0, 'Taille': 438227.0, 'cx': 642.0, 'cy': 316.0}
{'Image': '75ac11e', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75ac11e', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75ac11e', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '800', 'Largeur': 753.0, 'Taille': 602400.0, 'cx': 1690.0, 'cy': 994.0}
{'Image': '75b2c2c', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75b2c2c', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1116', 'Largeur': 559.0, 'Taille': 623844.0, 'cx': 1144.0, 'cy': 559.0}
{'Image': '75b2c2c', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '380', 'Largeur': 1.0, 'Taille': 380.0, 'cx': 97.0, 'cy': 859.0}
{'Image': '75b2c2c', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75b722a', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '305', 'Largeur': 590.0, 'Taille': 179950.0, 'cx': 1349.0, 'cy': 287.0}
{'Image': '75b722a', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '580', 'Largeur': 421.0, 'Taille': 244180.0, 'cx': 633.0, 'cy': 745.0}
{'Image': '75b722a', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75b722a', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75ccf10', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '910', 'Largeur': 347.0, 'Taille': 315770.0, 'cx': 211.0, 'cy': 945.0}
{'Image': '75ccf10', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75ccf10', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75ccf10', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '351', 'Largeur': 774.0, 'Taille': 271674.0, 'cx': 395.0, 'cy': 189.0}
{'Image': '75dbd0d', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '489', 'Largeur': 824.0, 'Taille': 402936.0, 'cx': 966.0, 'cy': 677.0}
{'Image': '75dbd0d', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75dbd0d', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '769', 'Largeur': 872.0, 'Taille': 670568.0, 'cx': 941.0, 'cy': 730.0}
{'Image': '75dbd0d', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '351', 'Largeur': 913.0, 'Taille': 320463.0, 'cx': 496.0, 'cy': 196.0}
{'Image': '75ecf55', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '672', 'Largeur': 1252.0, 'Taille': 841344.0, 'cx': 1087.0, 'cy': 445.0}
{'Image': '75ecf55', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75ecf55', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '491', 'Largeur': 1264.0, 'Taille': 620624.0, 'cx': 1082.0, 'cy': 476.0}
{'Image': '75ecf55', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '435', 'Largeur': 449.0, 'Taille': 195315.0, 'cx': 1682.0, 'cy': 270.0}
{'Image': '75f6cbe', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75f6cbe', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75f6cbe', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '908', 'Largeur': 511.0, 'Taille': 463988.0, 'cx': 1008.0, 'cy': 458.0}
{'Image': '75f6cbe', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '390', 'Largeur': 276.0, 'Taille': 107640.0, 'cx': 1021.0, 'cy': 1195.0}
{'Image': '75f7469', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '571', 'Largeur': 745.0, 'Taille': 425395.0, 'cx': 659.0, 'cy': 1107.0}
{'Image': '75f7469', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '818', 'Largeur': 49.0, 'Taille': 40082.0, 'cx': 1731.0, 'cy': 777.0}
{'Image': '75f7469', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75f7469', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '246', 'Largeur': 129.0, 'Taille': 31734.0, 'cx': 146.0, 'cy': 156.0}
{'Image': '75fe9de', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75fe9de', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1174', 'Largeur': 186.0, 'Taille': 218364.0, 'cx': 602.0, 'cy': 808.0}
{'Image': '75fe9de', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '75fe9de', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7604cc5', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7604cc5', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7604cc5', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '580', 'Largeur': 216.0, 'Taille': 125280.0, 'cx': 289.0, 'cy': 358.0}
{'Image': '7604cc5', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '644', 'Largeur': 370.0, 'Taille': 238280.0, 'cx': 1224.0, 'cy': 348.0}
{'Image': '760c67e', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '692', 'Largeur': 334.0, 'Taille': 231128.0, 'cx': 676.0, 'cy': 1054.0}
{'Image': '760c67e', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '760c67e', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '760c67e', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '760c8db', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '724', 'Largeur': 847.0, 'Taille': 613228.0, 'cx': 781.0, 'cy': 968.0}
{'Image': '760c8db', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '760c8db', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '364', 'Largeur': 686.0, 'Taille': 249704.0, 'cx': 351.0, 'cy': 1139.0}
{'Image': '760c8db', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '664', 'Largeur': 549.0, 'Taille': 364536.0, 'cx': 1048.0, 'cy': 337.0}
{'Image': '7610dd9', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7610dd9', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7610dd9', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1359', 'Largeur': 1162.0, 'Taille': 1579158.0, 'cx': 684.0, 'cy': 689.0}
{'Image': '7610dd9', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7612145', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '413', 'Largeur': 1.0, 'Taille': 413.0, 'cx': 56.0, 'cy': 992.0}
{'Image': '7612145', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1287', 'Largeur': 578.0, 'Taille': 743886.0, 'cx': 1808.0, 'cy': 658.0}
{'Image': '7612145', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7612145', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '432', 'Largeur': 371.0, 'Taille': 160272.0, 'cx': 740.0, 'cy': 1045.0}
{'Image': '76221c7', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76221c7', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '806', 'Largeur': 939.0, 'Taille': 756834.0, 'cx': 1611.0, 'cy': 997.0}
{'Image': '76221c7', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1283', 'Largeur': 919.0, 'Taille': 1179077.0, 'cx': 1092.0, 'cy': 663.0}
{'Image': '76221c7', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7639280', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '1290', 'Largeur': 193.0, 'Taille': 248970.0, 'cx': 803.0, 'cy': 657.0}
{'Image': '7639280', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '685', 'Largeur': 414.0, 'Taille': 283590.0, 'cx': 1179.0, 'cy': 512.0}
{'Image': '7639280', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '762', 'Largeur': 386.0, 'Taille': 294132.0, 'cx': 1192.0, 'cy': 384.0}
{'Image': '7639280', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '700', 'Largeur': 247.0, 'Taille': 172900.0, 'cx': 1946.0, 'cy': 725.0}
{'Image': '763a14d', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '571', 'Largeur': 1581.0, 'Taille': 902751.0, 'cx': 1310.0, 'cy': 365.0}
{'Image': '763a14d', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '736', 'Largeur': 820.0, 'Taille': 603520.0, 'cx': 1674.0, 'cy': 1032.0}
{'Image': '763a14d', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '763a14d', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7647926', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '275', 'Largeur': 684.0, 'Taille': 188100.0, 'cx': 1476.0, 'cy': 1005.0}
{'Image': '7647926', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7647926', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7647926', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '525', 'Largeur': 655.0, 'Taille': 343875.0, 'cx': 789.0, 'cy': 632.0}
{'Image': '76596d4', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76596d4', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '953', 'Largeur': 901.0, 'Taille': 858653.0, 'cx': 1264.0, 'cy': 484.0}
{'Image': '76596d4', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76596d4', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '936', 'Largeur': 262.0, 'Taille': 245232.0, 'cx': 137.0, 'cy': 567.0}
{'Image': '766616a', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '1017', 'Largeur': 640.0, 'Taille': 650880.0, 'cx': 1084.0, 'cy': 510.0}
{'Image': '766616a', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '302', 'Largeur': 323.0, 'Taille': 97546.0, 'cx': 814.0, 'cy': 869.0}
{'Image': '766616a', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '393', 'Largeur': 1533.0, 'Taille': 602469.0, 'cx': 884.0, 'cy': 1196.0}
{'Image': '766616a', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '951', 'Largeur': 627.0, 'Taille': 596277.0, 'cx': 330.0, 'cy': 895.0}
{'Image': '76807a8', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '367', 'Largeur': 23.0, 'Taille': 8441.0, 'cx': 45.0, 'cy': 479.0}
{'Image': '76807a8', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '336', 'Largeur': 414.0, 'Taille': 139104.0, 'cx': 434.0, 'cy': 461.0}
{'Image': '76807a8', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76807a8', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '675', 'Largeur': 541.0, 'Taille': 365175.0, 'cx': 301.0, 'cy': 1008.0}
{'Image': '768664b', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '363', 'Largeur': 447.0, 'Taille': 162261.0, 'cx': 1371.0, 'cy': 183.0}
{'Image': '768664b', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '768664b', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1085', 'Largeur': 290.0, 'Taille': 314650.0, 'cx': 1432.0, 'cy': 853.0}
{'Image': '768664b', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '368', 'Largeur': 582.0, 'Taille': 214176.0, 'cx': 1156.0, 'cy': 1147.0}
{'Image': '76a65f6', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76a65f6', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76a65f6', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '322', 'Largeur': 85.0, 'Taille': 27370.0, 'cx': 92.0, 'cy': 1239.0}
{'Image': '76a65f6', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '932', 'Largeur': 646.0, 'Taille': 602072.0, 'cx': 740.0, 'cy': 475.0}
{'Image': '76ada9f', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76ada9f', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '454', 'Largeur': 568.0, 'Taille': 257872.0, 'cx': 1815.0, 'cy': 638.0}
{'Image': '76ada9f', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76ada9f', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '757', 'Largeur': 571.0, 'Taille': 432247.0, 'cx': 690.0, 'cy': 863.0}
{'Image': '76ee28f', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '452', 'Largeur': 711.0, 'Taille': 321372.0, 'cx': 357.0, 'cy': 885.0}
{'Image': '76ee28f', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76ee28f', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76ee28f', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76f7565', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '76f7565', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '884', 'Largeur': 390.0, 'Taille': 344760.0, 'cx': 1892.0, 'cy': 958.0}
{'Image': '76f7565', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '557', 'Largeur': 1.0, 'Taille': 557.0, 'cx': 2.0, 'cy': 280.0}
{'Image': '76f7565', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '510', 'Largeur': 40.0, 'Taille': 20400.0, 'cx': 676.0, 'cy': 1145.0}
{'Image': '7707c7e', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7707c7e', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7707c7e', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7707c7e', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '244', 'Largeur': 1411.0, 'Taille': 344284.0, 'cx': 713.0, 'cy': 128.0}
{'Image': '770f98b', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '770f98b', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1037', 'Largeur': 701.0, 'Taille': 726937.0, 'cx': 773.0, 'cy': 676.0}
{'Image': '770f98b', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '770f98b', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '77284a9', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '866', 'Largeur': 795.0, 'Taille': 688470.0, 'cx': 432.0, 'cy': 531.0}
{'Image': '77284a9', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '77284a9', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1375', 'Largeur': 510.0, 'Taille': 701250.0, 'cx': 668.0, 'cy': 701.0}
{'Image': '77284a9', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '772c783', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '772c783', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '786', 'Largeur': 1.0, 'Taille': 786.0, 'cx': 1632.0, 'cy': 458.0}
{'Image': '772c783', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1349', 'Largeur': 534.0, 'Taille': 720366.0, 'cx': 702.0, 'cy': 709.0}
{'Image': '772c783', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '802', 'Largeur': 266.0, 'Taille': 213332.0, 'cx': 300.0, 'cy': 436.0}
{'Image': '7734e2a', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '677', 'Largeur': 556.0, 'Taille': 376412.0, 'cx': 523.0, 'cy': 351.0}
{'Image': '7734e2a', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '7734e2a', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
